,Overall rank,Country or region,Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Year
122,123,Sierra Leone,4.507,0.33024000000000003,0.9557100000000001,0.0,0.4084,0.21488000000000002,0.08786000000000001,2015
123,124,Mauritania,4.436,0.45407,0.86908,0.35874,0.24231999999999998,0.21899999999999997,0.17461,2015
124,125,Kenya,4.419,0.36471,0.99876,0.41435,0.42215,0.37542,0.05839,2015
125,126,Djibouti,4.369,0.44025,0.59207,0.36291,0.46074,0.18093,0.28105,2015
126,127,Armenia,4.35,0.7682100000000001,0.7771100000000001,0.7299,0.19847,0.07855,0.039,2015
127,128,Botswana,4.332,0.99355,1.10464,0.047760000000000004,0.49495,0.10461,0.12474,2015
128,129,Myanmar,4.3069999999999995,0.27108000000000004,0.70905,0.48246000000000006,0.44017,0.79588,0.19034,2015
129,130,Georgia,4.297,0.7419,0.38561999999999996,0.72926,0.40576999999999996,0.055470000000000005,0.38331,2015
130,131,Malawi,4.292,0.016040000000000002,0.41134,0.22562,0.43054,0.33128,0.06977,2015
131,132,Sri Lanka,4.271,0.83524,1.01905,0.70806,0.5372600000000001,0.40828000000000003,0.09179,2015
132,133,Cameroon,4.252,0.4225,0.8876700000000001,0.23401999999999998,0.49309,0.20618000000000003,0.05786,2015
133,134,Bulgaria,4.218,1.01216,1.10614,0.76649,0.30587,0.11921,0.00872,2015
134,135,Egypt,4.194,0.8818,0.747,0.61712,0.17288,0.11291,0.06324,2015
135,136,Yemen,4.077,0.5464899999999999,0.68093,0.40064,0.35570999999999997,0.09131,0.07854,2015
136,137,Angola,4.033,0.75778,0.8604,0.16683,0.10384000000000002,0.12344000000000001,0.07122,2015
137,138,Mali,3.995,0.26074,1.03526,0.20583,0.38856999999999997,0.18798,0.12352,2015
138,139,Congo (Brazzaville),3.989,0.67866,0.6629,0.31051,0.41466000000000003,0.12387999999999999,0.11685999999999999,2015
139,140,Comoros,3.9560000000000004,0.23906,0.79273,0.36315,0.22916999999999998,0.17440999999999998,0.19899999999999998,2015
140,141,Uganda,3.931,0.21101999999999999,1.13299,0.33860999999999997,0.45726999999999995,0.29066,0.07267,2015
141,142,Senegal,3.904,0.36498,0.97619,0.4354,0.36772,0.20843000000000003,0.10712999999999999,2015
142,143,Gabon,3.8960000000000004,1.06024,0.90528,0.43372,0.31914000000000003,0.06822,0.11091,2015
143,144,Niger,3.845,0.0694,0.77265,0.29707,0.47691999999999996,0.19387000000000001,0.15639,2015
144,145,Cambodia,3.819,0.46038,0.62736,0.61114,0.66246,0.40359,0.07247,2015
145,146,Tanzania,3.781,0.2852,1.00268,0.38215,0.32878,0.34376999999999996,0.05747000000000001,2015
146,147,Madagascar,3.681,0.20824,0.66801,0.46721,0.19184,0.21333000000000002,0.08123999999999999,2015
147,148,Central African Republic,3.678,0.0785,0.0,0.06699,0.48878999999999995,0.23835,0.08288999999999999,2015
148,149,Chad,3.667,0.34193,0.76062,0.1501,0.23501,0.18386,0.05269,2015
149,150,Guinea,3.656,0.17417,0.46475,0.24009,0.37725,0.28657,0.12139000000000001,2015
150,151,Ivory Coast,3.655,0.46534,0.77115,0.15185,0.46866,0.20165,0.17922000000000002,2015
151,152,Burkina Faso,3.5869999999999997,0.25811999999999996,0.85188,0.27125,0.39493,0.21746999999999997,0.12832000000000002,2015
152,153,Afghanistan,3.575,0.31982,0.30285,0.30335,0.23414000000000001,0.3651,0.09719,2015
153,154,Rwanda,3.465,0.22208000000000003,0.7737,0.42863999999999997,0.59201,0.22628,0.55191,2015
154,155,Benin,3.34,0.28665,0.35386,0.3191,0.4845,0.1826,0.0801,2015
155,156,Syria,3.0060000000000002,0.6632,0.47489,0.7219300000000001,0.15684,0.47179,0.18905999999999998,2015
156,157,Burundi,2.905,0.0153,0.41586999999999996,0.22396,0.1185,0.19727,0.10062,2015
157,158,Togo,2.839,0.20868,0.13995,0.28443,0.36453,0.16680999999999999,0.10730999999999999,2015
0,1,Finland,7.769,1.34,1.587,0.986,0.596,0.153,0.39299999999999996,2019
1,2,Denmark,7.6,1.383,1.5730000000000002,0.996,0.5920000000000001,0.252,0.41,2019
2,3,Norway,7.553999999999999,1.4880000000000002,1.5819999999999999,1.028,0.603,0.271,0.341,2019
3,4,Iceland,7.494,1.38,1.624,1.026,0.591,0.354,0.11800000000000001,2019
4,5,Netherlands,7.4879999999999995,1.396,1.5219999999999998,0.9990000000000001,0.557,0.322,0.298,2019
5,6,Switzerland,7.48,1.452,1.526,1.052,0.5720000000000001,0.263,0.34299999999999997,2019
6,7,Sweden,7.343,1.3869999999999998,1.4869999999999999,1.0090000000000001,0.574,0.267,0.373,2019
7,8,New Zealand,7.307,1.3030000000000002,1.557,1.026,0.585,0.33,0.38,2019
8,9,Canada,7.278,1.365,1.505,1.0390000000000001,0.584,0.285,0.308,2019
9,10,Austria,7.246,1.376,1.475,1.016,0.532,0.244,0.226,2019
10,11,Australia,7.228,1.3719999999999999,1.548,1.036,0.557,0.332,0.29,2019
11,12,Costa Rica,7.167000000000001,1.034,1.4409999999999998,0.963,0.5579999999999999,0.14400000000000002,0.09300000000000001,2019
12,13,Israel,7.138999999999999,1.276,1.455,1.0290000000000001,0.371,0.261,0.08199999999999999,2019
13,14,Luxembourg,7.09,1.609,1.479,1.012,0.526,0.19399999999999998,0.316,2019
14,15,United Kingdom,7.053999999999999,1.3330000000000002,1.538,0.996,0.45,0.348,0.278,2019
15,16,Ireland,7.021,1.499,1.5530000000000002,0.9990000000000001,0.516,0.298,0.31,2019
16,17,Germany,6.985,1.3730000000000002,1.454,0.987,0.495,0.261,0.265,2019
17,18,Belgium,6.922999999999999,1.3559999999999999,1.504,0.986,0.473,0.16,0.21,2019
18,19,United States,6.892,1.433,1.4569999999999999,0.8740000000000001,0.45399999999999996,0.28,0.128,2019
19,20,Czech Republic,6.852,1.2690000000000001,1.4869999999999999,0.92,0.457,0.046,0.036000000000000004,2019
20,21,United Arab Emirates,6.825,1.5030000000000001,1.31,0.825,0.598,0.262,0.182,2019
21,22,Malta,6.726,1.3,1.52,0.9990000000000001,0.564,0.375,0.151,2019
22,23,Mexico,6.595,1.07,1.3230000000000002,0.861,0.433,0.07400000000000001,0.073,2019
23,24,France,6.5920000000000005,1.324,1.472,1.045,0.436,0.111,0.183,2019
24,25,Taiwan,6.446000000000001,1.368,1.43,0.914,0.35100000000000003,0.242,0.09699999999999999,2019
